Date,Local_Market,Local_Price_LKR,Export_Market,Export_Price_USD,Mango_Age_Days,Days_To_Maturity,Temp_C,Humidity_%,Region,weather,Harvesting_after_3months_price
2020-02-20,Colombo,278.84,London,1.352,18,127,24.2,87,Colombo,Tornado,322.47
2017-09-06,Pettah,286.11,London,1.691,58,32,26.584544479686485,77,Polonnaruwa,Fog,291.32
2019-07-27,Dambulla,300.8,Doha,1.206,99,27,28.41187862887487,72,Hambantota,Ash,299.85
2022-11-22,Pettah,306.72,Dubai,1.394,109,64,23.419224915345147,53,Monaragala,Sand,339.37
2015-04-22,Colombo,233.09,Doha,1.068,22,132,30.43582925209333,47,Kilinochchi,Sand,236.82
2019-02-15,Pettah,217.53,Dubai,1.071,24,127,28.0,60,Puttalam,Clouds,239.72
2017-01-23,Colombo,274.39,London,1.508,17,116,27.386443517608473,64,Vavuniya,Ash,308.46
2020-04-17,Dambulla,212.12,London,1.469,20,110,34.406249725707454,55,Polonnaruwa,Sand,215.44
2016-07-11,Colombo,380.79,Doha,1.374,132,6,30.4,72,Badulla,Squall,392.28
2020-02-13,Dambulla,259.43,Doha,1.079,35,29,33.640754279982545,74,Kalutara,Dust,286.78
2023-05-11,Dambulla,352.96,Paris,1.946,128,5,38.55239944583368,68,Kilinochchi,Smoke,350.3
2023-05-10,Pettah,344.93,London,1.981,128,9,25.91803613751327,58,Kandy,Ash,347.08
2023-02-18,Pettah,386.92,Paris,2.177,120,7,29.78360828762598,79,Kalutara,Smoke,440.19
2023-10-27,Colombo,258.69,Doha,1.005,47,83,25.7,80,Badulla,Thunderstorm,270.2
2020-03-18,Colombo,267.96,Doha,1.054,44,79,29.8,68,Mannar,Squall,284.59
2017-08-30,Colombo,476.51,Paris,1.88,118,10,30.0,56,Galle,Clouds,481.06
2018-04-25,Pettah,335.25,Paris,1.69,87,67,28.667711099833618,63,Matale,Mist,343.45
2018-08-09,Pettah,262.54,Dubai,0.956,25,68,28.010886250469124,65,Ampara,Sand,266.89
2024-02-25,Pettah,227.72,Dubai,1.232,18,127,28.6,72,Gampaha,Thunderstorm,243.14
2024-01-01,Colombo,478.41,London,2.018,123,4,27.4,69,Galle,Clear,539.56
2021-10-29,Colombo,305.74,Dubai,1.186,54,81,19.4,63,Vavuniya,Drizzle,330.19
2024-02-19,Colombo,257.76,Doha,1.033,13,111,32.8,59,Gampaha,Squall,286.14
2023-04-17,Dambulla,373.37,Dubai,1.427,89,26,31.2,82,Galle,Drizzle,366.19
2024-09-10,Colombo,397.03,Paris,1.677,83,62,22.432265553302184,72,Batticaloa,Fog,382.06
2016-09-19,Colombo,224.68,Doha,1.036,31,64,22.154519011276545,64,Kegalle,Mist,215.07
2016-07-21,Colombo,238.07,London,1.47,17,121,26.30879531838259,67,Polonnaruwa,Snow,249.62
2024-01-31,Colombo,287.8,Doha,1.04,28,25,28.262130431142058,61,Mullaitivu,Snow,321.71
2015-09-30,Pettah,264.07,Dubai,1.304,104,40,26.5,79,Jaffna,Clouds,287.86
2023-03-22,Pettah,220.7,Doha,1.003,3,132,27.8,73,Gampaha,Drizzle,245.46
2022-03-22,Dambulla,258.91,Dubai,1.042,20,132,25.901104485004147,45,Vavuniya,Sand,281.2
2022-10-30,Dambulla,301.14,Doha,1.113,86,84,25.727448679361718,92,Mullaitivu,Fog,315.82
2021-05-16,Colombo,257.94,Dubai,1.153,5,111,19.73811558986767,74,Matara,Fog,274.89
2020-05-29,Dambulla,287.09,Doha,1.172,90,70,31.969235663471256,61,Matale,Haze,276.31
2017-08-16,Colombo,315.37,Paris,1.611,91,67,33.0,63,Gampaha,Drizzle,310.29
2018-03-27,Colombo,335.57,Doha,1.103,69,60,25.281805911445247,60,Galle,Mist,366.5
2021-11-19,Colombo,320.43,Dubai,1.137,73,49,25.7,73,Ampara,Thunderstorm,349.33
2019-12-12,Colombo,284.24,Dubai,1.112,34,48,33.90004624679602,54,Trincomalee,Sand,326.34
2024-03-17,Dambulla,297.5,Doha,1.09,73,83,31.2,87,Batticaloa,Tornado,311.43
2022-07-13,Dambulla,229.82,London,1.595,31,35,27.2,69,Mannar,Squall,235.61
2024-08-02,Pettah,257.23,Paris,1.524,45,51,18.36265190740233,75,Kandy,Snow,245.17
2024-02-19,Colombo,249.28,Doha,1.002,24,117,24.678611733345516,72,Puttalam,Haze,292.71
2015-12-14,Pettah,247.0,Paris,1.488,17,129,26.530770042351637,57,Matara,Smoke,284.85
2015-05-28,Dambulla,409.83,Paris,1.876,119,8,25.4,62,Nuwara Eliya,Squall,417.86
2016-02-28,Dambulla,206.24,Paris,1.737,32,39,24.3,74,Anuradhapura,Clear,237.98
2018-04-13,Pettah,312.72,Paris,1.633,97,51,26.72739748718368,54,Kurunegala,Sand,322.92
2021-09-22,Colombo,297.24,Doha,0.979,14,133,27.224622577680794,63,Ampara,Dust,292.98
2023-04-04,Dambulla,220.49,Doha,0.964,10,132,30.522412983708147,53,Gampaha,Haze,226.67
2020-10-20,Pettah,284.99,Doha,1.328,77,58,27.0,87,Kandy,Clear,297.19
2021-05-30,Dambulla,267.31,London,1.713,66,31,30.02251237270876,90,Kalutara,Dust,277.9
2015-08-06,Pettah,249.51,Doha,1.074,50,73,32.64938717626144,71,Badulla,Haze,252.35
2017-10-05,Colombo,261.88,Dubai,1.155,18,123,19.86030875522378,81,Nuwara Eliya,Mist,246.85
2021-11-28,Dambulla,248.98,Doha,1.235,96,54,25.7,91,Anuradhapura,Thunderstorm,266.31
2021-01-24,Pettah,202.88,Doha,0.981,5,123,22.370309245246233,83,Anuradhapura,Ash,217.17
2015-01-10,Dambulla,370.2,London,1.842,120,6,30.8,56,Matale,Tornado,419.41
2024-05-29,Colombo,258.34,Paris,1.546,30,46,13.324421730568194,43,Kurunegala,Snow,264.56
2022-01-19,Colombo,268.95,Paris,1.547,46,30,23.13287650219881,50,Kegalle,Fog,318.18
2017-04-05,Pettah,302.3,Dubai,1.289,87,47,29.4069389948177,92,Batticaloa,Haze,304.8
2021-08-16,Dambulla,316.64,Dubai,1.46,130,10,30.0,57,Kilinochchi,Clear,327.03
2019-07-23,Colombo,357.64,Doha,1.325,112,7,32.0,63,Polonnaruwa,Tornado,357.91
2022-02-16,Dambulla,250.5,London,1.547,68,66,29.77699961673515,64,Polonnaruwa,Snow,293.01
2024-02-15,Pettah,296.71,Doha,1.164,55,33,32.039436320662226,87,Colombo,Haze,338.5
2019-08-24,Colombo,278.42,Paris,1.588,37,61,30.2,71,Matara,Clouds,280.79
2016-12-04,Dambulla,358.28,London,2.052,129,3,25.3,58,Trincomalee,Thunderstorm,410.39
2020-07-27,Colombo,265.92,Paris,1.61,39,26,27.26730667496418,81,Anuradhapura,Dust,283.38
2017-07-20,Pettah,224.64,Dubai,1.082,7,111,19.8,57,Trincomalee,Tornado,220.84
2018-04-27,Pettah,437.2,Paris,1.917,134,7,25.227715100306163,95,Kalutara,Mist,504.57
2020-04-13,Colombo,296.27,Dubai,1.248,23,131,25.7,70,Colombo,Squall,295.99
2019-08-21,Pettah,282.82,London,1.507,48,55,27.5,79,Colombo,Clear,312.11
2018-04-08,Colombo,290.01,London,1.586,52,54,31.8,61,Matale,Thunderstorm,279.26
2016-12-12,Colombo,268.41,Doha,1.062,35,71,27.0,62,Vavuniya,Thunderstorm,291.59
2019-01-25,Dambulla,384.97,London,2.148,122,2,25.9,92,Colombo,Drizzle,407.08
2023-05-03,Colombo,265.3,Paris,1.391,28,70,26.73734607854303,77,Batticaloa,Haze,255.36
2023-07-06,Dambulla,373.64,Doha,1.357,119,1,23.9,56,Monaragala,Drizzle,377.65
2015-02-23,Colombo,262.96,Paris,1.443,3,134,28.32417043181302,64,Matara,Dust,295.72
2020-01-19,Pettah,246.63,Doha,1.094,60,40,30.57617748905809,57,Kegalle,Dust,268.49
2018-04-02,Pettah,246.38,Doha,1.123,20,119,30.16654075109012,52,Matale,Haze,271.12
2024-07-06,Pettah,213.57,Doha,1.07,11,127,26.4,90,Ratnapura,Thunderstorm,215.23
2019-11-01,Pettah,282.09,Dubai,1.265,68,68,26.4630988692631,56,Puttalam,Smoke,299.04
2019-01-24,Colombo,233.0,Paris,1.34,22,126,23.6,84,Kegalle,Rain,226.23
2016-06-05,Pettah,264.14,London,1.821,110,64,29.50384848331432,64,Badulla,Haze,254.44
2015-02-22,Dambulla,269.76,London,1.692,63,62,31.9600558435421,69,Batticaloa,Smoke,298.33
2017-08-22,Dambulla,297.43,Paris,1.819,108,68,27.4,61,Polonnaruwa,Tornado,284.77
2021-01-07,Colombo,370.95,Paris,1.906,112,6,35.96146869049586,53,Kilinochchi,Smoke,449.86
2023-02-14,Dambulla,238.87,London,1.607,59,49,29.8,86,Anuradhapura,Squall,267.29
2016-01-04,Pettah,352.1,Dubai,1.286,110,44,27.706960498890652,95,Kalutara,Mist,397.51
2022-09-17,Pettah,264.39,Paris,1.551,18,111,23.89969120555876,68,Kandy,Sand,276.04
2024-07-02,Pettah,225.25,Dubai,1.168,26,35,26.8,66,Ratnapura,Clouds,240.49
2022-11-23,Dambulla,189.78,Dubai,1.131,9,128,30.15153312310791,79,Jaffna,Smoke,232.7
2024-06-05,Dambulla,333.67,Paris,2.032,128,9,25.074039680662658,70,Monaragala,Fog,376.53
2024-08-23,Colombo,236.42,Dubai,0.934,7,132,33.11222200426499,64,Matale,Ash,242.21
2023-12-14,Pettah,293.0,London,1.662,46,70,27.7695847244069,65,Ampara,Smoke,317.34
2020-11-27,Pettah,413.18,Paris,1.974,110,2,31.11147964716234,83,Batticaloa,Haze,468.15
2016-12-16,Colombo,247.82,Paris,1.746,8,117,28.645588342277538,88,Mullaitivu,Mist,266.39
2021-03-12,Dambulla,307.67,Dubai,1.232,104,25,24.71902623695086,66,Kandy,Snow,334.97
2018-07-10,Dambulla,241.1,Paris,1.428,29,83,30.890658012883655,80,Matara,Smoke,256.46
2024-11-08,Colombo,260.54,Dubai,1.137,8,118,29.5,76,Mullaitivu,Tornado,287.57
2024-11-18,Colombo,303.0,Paris,1.489,69,55,29.3,81,Matale,Thunderstorm,332.61
2022-04-27,Dambulla,265.4,Dubai,1.356,103,37,26.889068839376215,69,Badulla,Ash,278.63
2024-09-03,Dambulla,235.37,Dubai,1.048,21,129,30.92914298759474,44,Trincomalee,Smoke,234.49
2017-05-13,Colombo,249.59,Dubai,1.179,5,132,22.590330726741737,77,Colombo,Mist,235.12
2022-07-02,Pettah,424.28,Dubai,1.337,117,5,19.92387776211093,61,Galle,Fog,480.06
2015-12-14,Dambulla,349.29,London,1.982,110,3,26.739610212490888,54,Gampaha,Mist,414.34
2019-01-15,Pettah,214.26,London,1.583,11,111,19.773563866312607,75,Puttalam,Mist,245.23
2019-09-22,Pettah,249.79,Dubai,1.019,22,130,30.60223309806249,52,Trincomalee,Sand,245.39
2018-09-21,Colombo,298.94,Paris,1.533,25,85,27.7,65,Vavuniya,Clouds,317.69
2016-05-02,Colombo,465.26,Doha,1.323,134,6,28.345533350166637,81,Colombo,Mist,520.88
2024-01-30,Dambulla,207.52,Dubai,1.24,11,126,33.0,76,Matale,Drizzle,229.75
2022-08-26,Dambulla,241.01,Doha,1.11,78,34,18.5446531416285,49,Kegalle,Snow,237.54
2021-12-09,Pettah,331.55,Dubai,1.547,124,7,22.105878351794225,52,Kegalle,Fog,384.04
2018-08-31,Pettah,253.14,Paris,1.474,34,64,21.6,80,Hambantota,Thunderstorm,248.37
2016-10-27,Pettah,260.32,London,1.593,19,114,27.1,59,Matara,Rain,253.81
2021-12-02,Dambulla,257.7,Dubai,1.14,47,79,28.7,80,Colombo,Squall,295.94
2021-02-14,Dambulla,394.05,Paris,1.873,116,3,27.33156384879099,46,Vavuniya,Haze,436.44
2015-12-02,Colombo,240.15,Doha,0.917,16,115,31.828135651535632,55,Kilinochchi,Haze,267.22
2015-02-05,Pettah,241.58,London,1.609,2,134,22.4,88,Kandy,Drizzle,277.32
2019-11-09,Dambulla,197.26,Doha,1.023,16,131,33.6,50,Kilinochchi,Clear,210.9
2023-07-26,Dambulla,248.4,Paris,1.616,64,73,29.6,74,Kilinochchi,Rain,257.23
2018-10-14,Pettah,236.38,Paris,1.494,21,133,27.2,73,Puttalam,Squall,247.5
2019-01-01,Dambulla,291.93,Dubai,1.402,77,44,24.82519604596814,90,Mannar,Mist,307.3
2015-05-03,Dambulla,205.27,Dubai,1.03,3,132,32.53732369229934,58,Nuwara Eliya,Ash,192.23
2015-03-29,Pettah,315.61,Doha,1.178,70,84,31.419703178877572,77,Colombo,Sand,368.08
2019-01-02,Dambulla,249.24,London,1.523,25,118,27.6,91,Kalutara,Rain,282.27
2022-01-26,Dambulla,435.44,Paris,1.934,121,1,22.6,74,Ampara,Tornado,458.8
2018-02-01,Colombo,244.97,Paris,1.635,23,117,27.356979886884023,66,Puttalam,Dust,249.34
2022-04-21,Dambulla,266.75,Dubai,1.265,92,54,29.8,57,Gampaha,Rain,254.62
2015-07-08,Dambulla,246.33,Dubai,1.101,55,39,23.7,84,Kandy,Clouds,228.93
2023-01-18,Colombo,286.74,London,1.827,98,61,19.356416130714294,68,Anuradhapura,Mist,308.35
2016-06-15,Colombo,277.57,Paris,1.508,29,49,31.6,75,Matale,Rain,263.47
2015-10-15,Colombo,282.51,Doha,0.957,11,118,18.56426481542188,56,Vavuniya,Mist,278.53
2020-04-04,Dambulla,290.85,Dubai,1.483,110,29,31.8306168842253,74,Mannar,Haze,298.76
2018-08-18,Colombo,297.08,Dubai,1.103,62,32,21.8,83,Jaffna,Rain,322.66
2015-12-11,Pettah,217.98,Dubai,1.202,35,40,27.047330120113855,67,Puttalam,Sand,241.06
2020-12-31,Dambulla,202.7,Dubai,1.174,16,120,36.2,57,Polonnaruwa,Clear,229.74
2024-03-08,Pettah,300.25,Dubai,1.167,69,61,27.7,86,Mannar,Drizzle,337.89
2017-11-27,Colombo,318.7,London,1.559,28,76,20.098066238201703,61,Vavuniya,Mist,347.52
2019-08-23,Colombo,238.02,Paris,1.449,10,133,19.6,94,Hambantota,Drizzle,260.42
2019-11-03,Dambulla,260.75,Doha,1.047,21,129,29.7,88,Kalutara,Squall,281.0
2021-03-15,Dambulla,304.27,Paris,1.834,109,39,31.34756639795055,48,Matale,Fog,330.9
2023-04-02,Pettah,358.33,Paris,1.662,87,74,27.0,69,Galle,Clouds,381.59
2015-10-03,Colombo,293.92,Dubai,1.078,60,56,23.5,90,Ratnapura,Rain,326.81
2019-12-23,Colombo,426.41,London,1.838,119,3,27.693051639562736,58,Matara,Smoke,498.94
2016-11-01,Colombo,292.75,Paris,1.853,108,46,25.1,68,Puttalam,Clear,338.41
2022-01-06,Dambulla,262.33,London,1.625,48,72,36.801634691314135,65,Colombo,Dust,291.44
2017-11-11,Colombo,373.37,Paris,1.897,100,26,29.099130159380902,54,Gampaha,Snow,421.77
2023-12-26,Colombo,308.95,London,1.415,37,38,26.707070093116265,55,Vavuniya,Ash,317.8
2022-08-27,Pettah,357.97,London,1.624,84,41,28.4,64,Nuwara Eliya,Clear,372.24
2018-04-05,Colombo,248.1,Paris,1.318,31,31,28.5,90,Badulla,Drizzle,248.12
2019-10-18,Dambulla,246.7,Dubai,1.116,68,74,24.0,68,Kurunegala,Drizzle,255.26
2017-02-25,Pettah,241.24,Paris,1.443,3,115,22.1,88,Batticaloa,Clouds,272.6
2023-06-21,Colombo,339.75,London,1.707,84,70,26.9,71,Mannar,Clouds,352.29
2021-07-05,Colombo,328.54,Doha,1.222,106,43,22.423492591316105,92,Kandy,Mist,344.31
2023-11-14,Colombo,264.4,Doha,1.093,50,62,26.6,72,Ratnapura,Squall,284.05
2015-07-14,Colombo,335.13,Paris,1.651,61,36,24.3,74,Ampara,Rain,319.5
2016-07-10,Pettah,254.62,Paris,1.446,64,43,33.79396912753642,45,Matale,Haze,267.2
2024-04-22,Pettah,276.68,Dubai,1.113,48,44,25.38852132170376,69,Matara,Mist,282.4
2021-03-06,Pettah,234.77,Doha,0.947,4,123,27.3,75,Hambantota,Squall,274.33
2021-12-14,Dambulla,321.54,London,1.795,102,49,32.6,84,Kalutara,Squall,331.47
2021-03-06,Colombo,295.16,London,1.921,84,74,24.63500813348089,83,Anuradhapura,Smoke,325.89
2021-05-06,Pettah,213.89,Dubai,1.123,0,129,32.84552823694416,48,Polonnaruwa,Smoke,218.05
2024-09-08,Colombo,397.79,London,1.817,109,80,23.4,88,Kandy,Thunderstorm,409.25
2018-02-24,Dambulla,251.86,Dubai,1.092,15,124,33.327236626978554,83,Mullaitivu,Smoke,279.38
2016-01-02,Colombo,205.2,Paris,1.631,8,130,28.526134801620877,86,Anuradhapura,Sand,233.79
2022-07-01,Dambulla,218.94,London,1.428,16,121,30.3,56,Trincomalee,Clear,227.62
2016-07-08,Colombo,269.84,Paris,1.554,29,74,22.743775499006453,59,Kurunegala,Sand,269.64
2023-12-23,Dambulla,296.32,Paris,1.612,81,46,30.53644212428269,84,Colombo,Haze,318.34
2019-06-10,Dambulla,303.33,Paris,1.836,108,69,29.10225957685526,76,Batticaloa,Sand,318.22
2018-01-21,Colombo,333.68,Paris,1.725,65,56,32.4,68,Galle,Clear,356.99
2016-02-16,Pettah,402.92,London,2.043,122,8,28.888499178569653,86,Matara,Ash,446.38
2023-03-06,Colombo,270.8,London,1.606,14,125,29.104695601905274,60,Matara,Dust,307.21
2024-12-03,Dambulla,238.05,Dubai,1.402,83,78,25.8,51,Kegalle,Clear,249.46
2023-12-13,Dambulla,192.89,London,1.661,9,135,33.3020187464747,75,Badulla,Haze,211.65
2015-06-19,Pettah,264.86,Doha,1.121,58,53,29.318401995192094,51,Matara,Ash,269.99
2020-07-20,Colombo,318.73,Paris,1.555,45,85,26.4,66,Vavuniya,Thunderstorm,306.29
2017-03-13,Pettah,230.14,Doha,1.034,15,116,27.70110872892474,60,Monaragala,Haze,249.05
2016-08-03,Pettah,288.0,Paris,1.457,38,76,27.4,98,Nuwara Eliya,Thunderstorm,288.77
2024-07-06,Pettah,252.93,London,1.747,46,49,32.62559617709305,53,Matara,Sand,253.94
2016-02-12,Colombo,304.43,Paris,1.737,87,38,27.1,89,Puttalam,Clouds,328.34
2019-06-08,Dambulla,345.13,Dubai,1.462,135,3,25.3,64,Kurunegala,Clear,389.69
2016-11-12,Colombo,244.5,London,1.603,25,47,25.9,69,Monaragala,Tornado,255.46
2021-09-22,Colombo,254.34,Paris,1.548,16,123,22.390623813104025,68,Matara,Snow,271.88
2021-07-12,Pettah,234.46,Doha,1.004,20,114,27.6,92,Batticaloa,Thunderstorm,242.54
2022-02-11,Dambulla,309.23,Dubai,1.294,98,25,21.075908465403664,63,Kurunegala,Snow,323.37
2019-08-13,Pettah,283.56,London,1.599,96,46,24.5,61,Kurunegala,Tornado,287.24
2016-10-27,Colombo,290.68,London,1.46,26,67,24.9,82,Ampara,Thunderstorm,286.51
2015-05-13,Dambulla,206.94,London,1.458,27,74,22.51923471882095,66,Puttalam,Haze,212.31
2015-05-14,Dambulla,227.69,Paris,1.486,13,113,27.7,87,Colombo,Thunderstorm,219.53
2019-07-09,Colombo,454.76,Paris,1.941,115,10,29.5,48,Vavuniya,Tornado,448.9
2022-08-25,Dambulla,287.14,Dubai,1.306,100,65,30.0,85,Mannar,Drizzle,291.27
2017-09-01,Dambulla,262.17,London,1.751,38,27,24.0,74,Kandy,Clear,258.43
2024-01-26,Dambulla,244.32,Paris,1.639,51,46,30.2,98,Colombo,Rain,273.38
2020-09-19,Dambulla,253.31,Paris,1.662,64,36,34.26000841160925,73,Matara,Haze,263.06
2024-07-14,Dambulla,307.43,Paris,1.658,84,27,30.213615731598743,55,Monaragala,Dust,320.01
2016-09-11,Pettah,239.52,Doha,1.167,31,73,30.4,64,Gampaha,Rain,245.02
2015-09-30,Pettah,392.9,Paris,1.926,111,1,30.3,73,Gampaha,Clouds,423.54
2022-02-09,Pettah,309.42,Paris,1.587,72,68,35.028080322627815,51,Gampaha,Haze,361.81
2022-07-26,Colombo,255.39,London,1.549,16,134,19.640596683878357,70,Ratnapura,Mist,265.44
2019-03-26,Pettah,309.01,Dubai,1.26,94,69,29.003152907167802,63,Trincomalee,Haze,349.1
2022-11-21,Pettah,383.15,London,1.78,120,3,28.803841358364213,66,Batticaloa,Dust,425.88
2017-07-13,Pettah,239.49,Paris,1.404,1,129,24.821492410060806,73,Kandy,Smoke,252.29
2024-12-08,Colombo,386.52,Dubai,1.471,117,7,29.73843805984973,59,Badulla,Sand,421.82
2020-09-25,Colombo,276.69,Doha,1.061,60,55,21.2,58,Kurunegala,Tornado,269.97
2024-07-26,Pettah,373.07,Doha,1.511,124,8,26.3,63,Puttalam,Clear,365.9
2019-03-25,Dambulla,341.02,London,1.895,124,9,31.1,74,Jaffna,Squall,366.01
2017-10-21,Dambulla,245.58,Paris,1.506,81,41,28.0,85,Anuradhapura,Thunderstorm,247.25
2017-01-15,Dambulla,245.93,Dubai,1.131,48,63,27.000369434336168,48,Ratnapura,Sand,274.2
2019-05-22,Dambulla,238.17,London,1.792,39,77,31.523189494478224,99,Colombo,Mist,239.72
2017-06-05,Pettah,269.2,London,1.807,85,75,32.08185043814263,81,Colombo,Dust,276.12
2023-05-12,Dambulla,261.78,London,1.638,20,117,28.5,80,Galle,Clouds,274.41
2018-12-31,Pettah,255.43,Paris,1.53,11,124,25.973717256772357,82,Kalutara,Fog,280.92
2015-02-02,Dambulla,207.33,Doha,0.914,3,130,35.3,54,Gampaha,Clear,255.04
2021-06-10,Pettah,229.34,Doha,0.996,29,56,23.5,87,Batticaloa,Tornado,224.84
2020-04-03,Dambulla,207.57,Paris,1.488,5,122,26.95637376373935,44,Matale,Snow,210.69
2022-09-12,Colombo,326.3,London,1.845,52,26,28.48945117268179,51,Trincomalee,Dust,309.6
2021-02-12,Dambulla,232.76,Dubai,1.043,0,132,21.6,54,Vavuniya,Squall,264.77
2016-03-06,Colombo,270.51,Doha,1.233,60,85,30.460878909066693,83,Badulla,Dust,286.03
2018-08-18,Pettah,270.56,Doha,1.167,46,35,24.898786496905775,64,Ratnapura,Mist,264.85
2016-11-07,Colombo,316.39,London,1.618,73,66,29.3,66,Kandy,Tornado,354.18
2020-01-11,Pettah,246.82,Doha,1.048,11,119,22.7,98,Matara,Thunderstorm,256.05
2023-02-21,Pettah,224.59,Paris,1.497,31,66,30.61126058403424,55,Kilinochchi,Ash,242.95
2017-08-08,Colombo,261.45,Paris,1.582,29,29,30.4,68,Kilinochchi,Clear,274.36
2023-06-04,Pettah,208.53,Dubai,1.078,1,131,24.2,77,Anuradhapura,Clouds,211.99
2019-08-20,Dambulla,190.43,Dubai,1.113,5,134,26.772832710921797,45,Kegalle,Sand,185.52
2021-01-21,Dambulla,267.37,Dubai,1.271,76,58,33.8,63,Gampaha,Drizzle,293.54
2016-02-07,Pettah,243.87,Paris,1.609,61,71,20.6671188634741,58,Kegalle,Mist,265.65
2024-01-05,Colombo,259.32,Dubai,1.214,38,80,22.4,60,Kurunegala,Tornado,277.14
2024-03-17,Pettah,259.97,London,1.561,39,63,32.325124097725386,49,Trincomalee,Sand,269.24
2018-06-02,Dambulla,321.32,Doha,1.292,120,7,34.311924395683576,49,Gampaha,Dust,355.26
2020-09-23,Dambulla,241.48,London,1.713,69,42,20.81381265294326,63,Kegalle,Fog,245.97
2018-12-12,Colombo,315.35,Paris,1.575,65,42,26.0,79,Mullaitivu,Clouds,331.07
2020-10-06,Pettah,334.38,Paris,1.517,69,46,21.990397407981053,45,Vavuniya,Snow,321.15
2020-07-10,Pettah,281.72,Doha,1.087,91,47,22.5,64,Ratnapura,Tornado,281.11
2020-04-02,Pettah,309.4,London,1.572,73,50,23.72085983473392,83,Mullaitivu,Fog,303.04
2020-01-03,Colombo,319.01,Paris,1.71,92,66,26.22006673161026,49,Matara,Sand,354.36
2019-02-13,Pettah,230.41,London,1.541,3,124,31.4,72,Mannar,Clouds,250.13
2023-12-07,Dambulla,254.97,Doha,1.102,33,51,29.533293053129544,66,Colombo,Haze,288.66
2023-11-22,Colombo,236.71,Dubai,1.055,6,119,30.41872231095703,58,Monaragala,Sand,261.97
2019-06-25,Pettah,250.21,Paris,1.651,44,76,22.581607889882203,62,Ratnapura,Fog,249.08
2020-01-29,Dambulla,328.01,Paris,1.978,111,8,30.5,44,Badulla,Clear,364.12
2015-02-28,Dambulla,216.95,Paris,1.404,2,135,30.06505538439072,67,Kandy,Sand,246.16
2018-04-20,Dambulla,291.87,London,1.707,90,42,30.7,76,Gampaha,Thunderstorm,293.12
2022-06-07,Pettah,211.97,London,1.349,17,130,29.509851872495727,75,Jaffna,Ash,222.56
2018-09-10,Dambulla,378.32,Doha,1.276,123,3,29.9,85,Galle,Rain,392.98
2020-06-27,Dambulla,225.92,Doha,1.048,17,127,28.868471302557783,42,Trincomalee,Sand,230.5
2021-07-27,Dambulla,221.63,Paris,1.469,12,116,25.0,73,Hambantota,Drizzle,230.28
2023-10-29,Dambulla,228.89,Doha,1.087,23,113,28.8,96,Batticaloa,Drizzle,216.05
2024-01-04,Colombo,381.76,Doha,1.226,103,69,29.6,89,Ampara,Rain,404.25
2018-09-15,Colombo,334.14,Paris,1.637,76,73,31.18177163420844,52,Ampara,Smoke,337.56
2021-08-14,Pettah,227.1,Doha,1.077,2,113,29.275704128127444,68,Matara,Snow,229.92
2021-07-10,Dambulla,245.55,London,1.625,47,68,30.84993547477001,58,Trincomalee,Dust,227.76
2021-08-01,Dambulla,225.16,Dubai,1.271,60,57,25.2,82,Jaffna,Thunderstorm,231.32
2024-12-17,Dambulla,372.53,Dubai,1.47,124,5,27.87907649243335,81,Matara,Haze,400.84
2018-11-09,Dambulla,234.04,Paris,1.42,6,130,35.065203752272225,72,Kalutara,Sand,240.35
2020-07-04,Colombo,257.48,London,1.602,71,54,33.2,77,Badulla,Rain,262.08
2020-10-20,Pettah,278.94,Dubai,1.168,78,66,34.20845127252848,81,Polonnaruwa,Sand,296.08
2018-07-06,Pettah,241.57,Dubai,1.24,1,116,34.23612058139793,74,Batticaloa,Sand,249.31
2017-08-04,Pettah,233.43,Paris,1.523,42,61,27.00322879108701,57,Kegalle,Haze,216.89
2016-05-25,Colombo,375.15,Paris,1.906,122,8,27.1,61,Kurunegala,Clear,402.66
2018-11-05,Colombo,294.12,Dubai,1.037,22,127,21.67930114188276,63,Nuwara Eliya,Mist,320.64
2017-06-17,Pettah,214.71,Dubai,1.089,4,122,25.3,76,Monaragala,Thunderstorm,217.33
2021-11-27,Pettah,285.01,London,1.656,24,125,24.21160925016881,61,Nuwara Eliya,Mist,322.66
2021-06-29,Colombo,305.35,Dubai,1.363,82,30,27.5,69,Trincomalee,Rain,324.82
2015-03-17,Pettah,210.02,London,1.467,1,115,33.71192429862066,57,Mannar,Dust,217.95
2019-03-12,Dambulla,281.4,Paris,1.467,47,34,30.10006575997091,96,Kalutara,Mist,331.95
2019-07-22,Colombo,247.65,London,1.473,17,123,32.4,52,Kilinochchi,Clouds,246.68
2017-06-17,Colombo,267.46,London,1.591,6,118,24.4,47,Ampara,Clear,285.84
2024-06-02,Pettah,260.68,Dubai,1.109,15,110,25.3,82,Nuwara Eliya,Drizzle,246.89
2022-04-25,Pettah,318.6,London,1.557,103,61,31.621209309139566,78,Batticaloa,Ash,324.11
2017-02-06,Dambulla,237.94,Dubai,1.123,25,59,28.82256577155049,53,Vavuniya,Dust,253.05
2021-05-27,Dambulla,211.13,London,1.429,7,134,24.87504041124196,61,Trincomalee,Mist,211.66
2023-08-22,Pettah,392.3,Dubai,1.527,126,10,31.5,56,Gampaha,Clouds,459.5
2021-04-14,Colombo,222.94,London,1.743,17,110,26.367755238834185,62,Puttalam,Ash,239.97
2021-09-28,Colombo,246.35,London,1.498,0,120,26.206088232729126,88,Batticaloa,Dust,243.4
